Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-97630141,Daniel,Morris,1,New York,New York City,Master,2/7/1969,2022-09-25,,IT,Software Developer,87617,4
00-68174698,Jennifer,Perez,1,New York,New York City,High School,31/01/1988,2024-02-04,,Customer Service,Help Desk Technician,77735,1
00-45027571,James,Barrera,1,New York,Rochester,Master,28/03/1970,2024-05-23,,Sales,Sales Consultant,65091,4
00-82364511,Lisa,Medina,1,Illinois,Naperville,Bachelor,22/09/1970,2023-01-02,,Operations,Logistics Coordinator,71084,4
00-16554015,Sarah,Parrish,1,New York,New York City,High School,14/09/1997,2018-04-11,,Customer Service,Support Specialist,61961,2
00-68645850,Nicole,Williams,1,Ohio,Cleveland,Bachelor,6/9/1970,2017-01-19,,Customer Service,Customer Service Representative,61595,1
00-34926040,Stacey,Jones,1,New York,New York City,Bachelor,29/07/1970,2017-05-08,,Finance,Financial Analyst,97759,3
00-91151067,Hailey,Conner,1,North Carolina,Greensboro,High School,17/09/1992,2019-05-28,,IT,IT Support Specialist,64209,4
00-48240309,Joseph,Jackson,1,New York,Buffalo,Bachelor,16/03/1978,2017-02-23,,IT,System Administrator,99519,3
00-12512414,Brandy,Wilson,1,Michigan,Detroit,High School,25/12/1995,2023-05-05,,IT,IT Support Specialist,61264,1
00-46878825,Michelle,Mullins,1,New York,Rochester,Master,28/04/1981,2017-12-11,,Sales,Sales Consultant,76344,4
00-95209019,Melissa,Woodard,0,New York,Rochester,High School,21/04/1986,2018-09-05,,IT,IT Support Specialist,53857,2
00-12425706,Sean,Martinez,1,New York,Buffalo,Bachelor,7/9/1998,2022-07-24,,Sales,Sales Consultant,88093,3
00-92058877,John,Woods,0,New York,Rochester,Bachelor,24/07/2000,2017-07-10,,IT,Software Developer,79687,2
00-71826611,Tiffany,Morris,1,New York,Rochester,Bachelor,8/2/1995,2020-10-10,,Customer Service,Support Specialist,67325,3
00-54124348,Timothy,Davis,0,Pennsylvania,Allentown,High School,8/2/1984,2020-10-24,,Operations,Inventory Specialist,61162,2
00-11686744,Kenneth,Miller,0,New York,Buffalo,Bachelor,5/6/1980,2018-08-05,,Finance,Financial Analyst,94878,1
00-69644085,Mary,Sanchez,1,New York,Rochester,Bachelor,25/07/1984,2017-09-09,,Marketing,SEO Specialist,88532,2
00-38271272,Jill,Harris,0,Ohio,Cleveland,High School,18/02/1997,2020-01-31,,Customer Service,Support Specialist,53390,4
00-62353135,Charles,Simpson,1,New York,New York City,Bachelor,10/9/1973,2017-03-24,,Operations,Logistics Coordinator,64502,2
00-85339864,Paul,Freeman,0,New York,Rochester,Bachelor,2/4/1976,2024-05-12,,Finance,Financial Analyst,73521,2
00-81080601,Jason,Garza,1,New York,New York City,Bachelor,13/04/1980,2018-07-24,,Operations,Logistics Coordinator,63568,3
00-52323961,Willie,Edwards,0,New York,New York City,Bachelor,13/03/2003,2019-05-02,,Customer Service,Support Specialist,62192,2
00-30924610,Jeanette,Rios,0,North Carolina,Greensboro,High School,14/10/1974,2021-11-26,,Operations,Inventory Specialist,58429,4
00-57194493,William,Sloan,0,New York,New York City,Bachelor,27/05/1997,2020-03-25,,IT,Software Developer,91790,2
00-13141814,Sabrina,Cruz,1,New York,New York City,High School,19/02/1963,2022-06-25,,Customer Service,Support Specialist,69782,1
00-27676124,Ricardo,Jones,0,Michigan,Warren,Master,21/09/1971,2018-06-14,,Operations,Operations Analyst,86381,4
00-63116625,Frank,Parker,1,New York,New York City,Bachelor,11/11/1959,2017-12-04,,Operations,Logistics Coordinator,69602,3
00-48835762,Barbara,Garcia,0,Michigan,Detroit,Bachelor,31/10/1982,2017-06-29,,Customer Service,Support Specialist,54000,4
00-63836946,Nancy,Mcgee,1,New York,Rochester,Bachelor,8/10/1971,2020-04-03,,Customer Service,Support Specialist,65270,2
00-39226259,Allen,Murray,1,New York,New York City,Bachelor,21/02/1978,2019-04-14,,Sales,Sales Representative,79817,3
00-52869611,Anthony,Stanley,0,New York,New York City,Bachelor,7/5/1995,2023-06-25,,HR,HR Assistant,61345,3
00-99152055,Michael,Wilson,0,New York,Rochester,Bachelor,24/05/1971,2023-08-02,,Sales,Sales Representative,59249,3
00-95390990,Christopher,Reynolds,0,New York,Buffalo,Bachelor,29/06/1970,2018-02-28,,Operations,Inventory Specialist,61439,2
00-62636618,Randy,Jordan,0,New York,Buffalo,Bachelor,9/7/1970,2017-05-10,,Operations,Logistics Coordinator,54901,3
00-72265475,Brian,Nelson,1,Pennsylvania,Philadelphia,Bachelor,8/2/1995,2017-02-07,,Customer Service,Support Specialist,63258,3
00-33840642,Brandon,Reyes,1,Michigan,Detroit,High School,6/3/1977,2019-12-27,,Customer Service,Help Desk Technician,78255,4
00-54836082,Roberto,Carter,0,North Carolina,Greensboro,Master,10/12/1995,2022-06-06,,Sales,Sales Specialist,78593,4
00-23196701,Gregory,Hill,1,Michigan,Detroit,Bachelor,6/11/1996,2018-08-24,,Customer Service,Customer Service Manager,90326,3
00-66139192,Tristan,Hamilton,0,Michigan,Warren,Bachelor,4/2/1990,2019-09-22,,Sales,Sales Representative,58296,3
00-93064126,Brendan,Wright,1,New York,Buffalo,Bachelor,19/06/1988,2017-02-13,,Operations,Logistics Coordinator,65598,2
00-77560003,Jeffrey,Brown,0,New York,Rochester,Bachelor,2/10/1960,2024-01-14,,Operations,Operations Analyst,82490,3
00-64864887,Barbara,Allen,1,New York,Buffalo,Bachelor,2/11/1966,2024-07-25,,Sales,Sales Consultant,104118,3
00-43546480,Craig,Perez,1,New York,Rochester,High School,8/9/1990,2017-08-29,,IT,IT Support Specialist,56417,2
00-22209308,Holly,Sullivan,0,New York,Rochester,Bachelor,28/05/1974,2024-06-01,,Operations,Operations Analyst,64148,2
00-90710835,Craig,Gross,1,New York,Buffalo,Bachelor,17/01/1988,2023-12-08,,HR,Recruiter,67682,2
00-84095884,Heather,Simpson,1,New York,Buffalo,Bachelor,1/4/2003,2020-03-07,,Finance,Accounts Payable Specialist,65553,3
00-31659959,Kristi,Bailey,0,West Virginia,Charleston,Bachelor,3/1/1970,2019-04-22,,Sales,Sales Consultant,70052,2
00-42120359,Janice,Roberts,0,New York,New York City,Master,12/9/1983,2017-01-02,,IT,Software Developer,82445,2
00-53315309,Clinton,Gordon,0,Pennsylvania,Philadelphia,Bachelor,4/7/2003,2017-09-30,,IT,Software Developer,85571,3
00-37784045,Christy,Stevenson,0,New York,Buffalo,High School,21/09/1971,2020-11-27,,Operations,Inventory Specialist,57650,1
00-90966708,Rebecca,Allen,0,New York,Buffalo,Bachelor,3/12/2000,2019-05-03,,Customer Service,Support Specialist,61514,3
00-33740148,Erin,Jackson,1,New York,Buffalo,Bachelor,8/10/1972,2024-05-08,,Operations,Logistics Coordinator,70633,4
00-24919279,Rachel,Thomas,1,New York,New York City,High School,7/8/1970,2023-01-05,,Customer Service,Support Specialist,67438,1
00-31376399,Elizabeth,Patterson,1,North Carolina,Greensboro,High School,21/01/1973,2017-01-09,,Marketing,Content Creator,61399,2
00-10923862,Gregory,Baker,0,New York,Rochester,Bachelor,20/12/1980,2022-01-30,,Operations,Logistics Coordinator,55222,3
00-64538931,George,Wolf,1,New York,Buffalo,Bachelor,20/01/1991,2023-01-04,,HR,Recruiter,60757,2
00-61716183,Brooke,Montes,1,Illinois,Aurora,Master,23/02/1993,2016-08-14,,Operations,Operations Analyst,57355,4
00-82120748,Aaron,Marks,1,New York,New York City,High School,19/06/2003,2016-07-02,,Operations,Inventory Specialist,57913,1
00-81695192,Daniel,Fuentes,0,New York,Rochester,Bachelor,8/5/1975,2022-08-09,,Operations,Inventory Specialist,60361,3
00-18024377,Erin,Roberts,1,New York,Rochester,Bachelor,7/8/1959,2017-03-30,,Operations,Logistics Coordinator,65590,2
00-15356154,Alicia,Jackson,1,New York,New York City,Bachelor,22/11/1982,2018-02-26,,Operations,Operations Analyst,67015,3
00-94458947,Kimberly,Garcia,1,New York,Rochester,Master,9/6/1998,2021-11-09,,Sales,Sales Specialist,63355,4
00-26650628,Jill,Chavez,1,New York,New York City,Bachelor,26/09/1963,2016-10-12,,Marketing,SEO Specialist,95383,2
00-87821046,Michael,Gardner,1,New York,Rochester,High School,22/09/1979,2022-09-15,,Customer Service,Customer Service Representative,62322,1
00-32676550,Tom,Diaz,1,Pennsylvania,Pittsburgh,High School,12/4/1975,2018-01-06,,Customer Service,Help Desk Technician,75835,2
00-29052219,Maria,Turner,1,New York,Buffalo,Bachelor,27/01/1993,2024-05-09,,Finance,Accountant,91776,4
00-45501623,Patricia,Hampton,1,Virginia,Virginia Beach,Master,16/07/1960,2016-11-28,,IT,Software Developer,80508,4
00-19941447,Michelle,Anthony,1,Pennsylvania,Pittsburgh,High School,18/09/1984,2019-07-08,,Customer Service,Customer Service Representative,61976,2
00-42846895,Daniel,Jennings,1,New York,New York City,Bachelor,14/04/1984,2022-10-10,,Finance,Accountant,61902,2
00-69682874,Danielle,Hernandez,1,New York,New York City,Master,28/09/1992,2018-06-09,,Finance,Financial Analyst,65295,2
00-44617672,Melissa,Hopkins,0,Michigan,Detroit,High School,30/06/1990,2020-02-25,,Operations,Inventory Specialist,57082,2
00-28793298,Michael,Johnson,0,New York,Rochester,PhD,14/02/1965,2017-08-13,,Sales,Sales Specialist,96331,3
00-39665008,Joyce,Mcpherson,1,Pennsylvania,Philadelphia,High School,26/01/2002,2023-05-20,,Operations,Inventory Specialist,60390,1
00-49086658,Jamie,Davis,1,New York,Buffalo,Bachelor,22/01/1980,2018-12-24,,Operations,Inventory Specialist,68502,3
00-86187341,Stephanie,Fowler,1,Ohio,Cleveland,Bachelor,15/06/1989,2021-04-17,,IT,IT Support Specialist,63605,2
00-69037325,Natalie,Shelton,0,New York,Rochester,Bachelor,8/12/1982,2022-12-16,,Sales,Sales Consultant,93711,4
00-27254103,Rita,Archer,1,New York,New York City,High School,13/05/1995,2017-12-07,,Operations,Inventory Specialist,57315,1
00-61570031,Alison,Baker,1,New York,Rochester,High School,10/4/1997,2017-09-21,,IT,IT Support Specialist,58924,1
00-38408798,Michael,Rivera,1,New York,Buffalo,Bachelor,2/8/1984,2020-08-16,,Finance,Accounts Payable Specialist,64583,3
00-11619567,Robert,Mcknight,1,New York,Buffalo,Master,21/10/1973,2017-05-01,,Operations,Operations Analyst,57267,4
00-79366132,James,Riley,1,New York,Rochester,Bachelor,23/04/1988,2019-09-30,,Operations,Logistics Coordinator,65929,3
00-56199559,Matthew,Salazar,0,New York,New York City,Bachelor,23/06/1971,2021-06-18,,Operations,Inventory Specialist,60353,2
00-77255871,Laura,Knight,0,New York,Rochester,Bachelor,8/2/1985,2018-11-04,,Customer Service,Support Specialist,55598,3
00-75128586,Laura,Roberts,0,New York,Buffalo,Bachelor,10/5/1986,2021-01-04,,Customer Service,Help Desk Technician,56737,2
00-33540092,Victor,Jennings,1,Michigan,Detroit,High School,9/4/1987,2019-07-01,,Operations,Inventory Specialist,60265,1
00-99757409,Erin,Mills,1,New York,Rochester,Master,23/03/1966,2024-04-22,,Operations,Operations Analyst,58947,4
00-51514655,Cindy,Beck,0,New York,New York City,Bachelor,21/06/1969,2017-04-28,,Operations,Inventory Specialist,62584,2
00-91690443,Tommy,Brown,1,New York,Buffalo,Master,4/6/1998,2023-04-25,,Operations,Operations Manager,82125,4
00-36433135,Alexis,Williams,0,New York,Buffalo,Bachelor,29/01/2003,2018-04-20,,IT,Software Developer,82062,2
00-95716350,Margaret,Martinez,1,New York,Buffalo,PhD,10/8/1974,2023-07-09,,Finance,Financial Analyst,68479,3
00-80345971,Kevin,Jordan,1,Illinois,Aurora,Bachelor,25/09/1966,2023-09-14,,Sales,Sales Representative,63039,4
00-58796241,Mary,Williams,1,New York,New York City,Bachelor,20/10/1999,2022-02-23,,IT,Software Developer,102766,3
00-46436564,Wayne,Mullen,1,New York,Rochester,High School,19/01/1981,2020-08-05,,HR,Recruiter,62739,1
00-82172776,Eric,Miller,0,New York,New York City,Bachelor,5/9/1981,2023-04-16,,Finance,Accounts Payable Specialist,59730,3
00-86061476,Douglas,Quinn,0,North Carolina,Raleigh,High School,3/8/1974,2020-06-16,,Marketing,Content Creator,54036,2
00-34519519,Brenda,Miller,0,New York,Buffalo,PhD,12/3/1993,2022-03-26,,Sales,Sales Consultant,80158,4
00-42895027,Antonio,Fitzpatrick,1,Illinois,Chicago,Bachelor,4/1/1977,2017-04-07,,Operations,Logistics Coordinator,64013,3
00-33814342,Lisa,Walsh,1,New York,Buffalo,PhD,10/1/1981,2015-06-14,,Sales,Sales Specialist,85240,3
00-84084918,Raymond,Strong,0,New York,Buffalo,PhD,1/8/1972,2017-12-13,,Sales,Sales Specialist,67176,4
00-18545499,Jose,Turner,0,New York,Rochester,Bachelor,7/6/1991,2023-05-01,,Marketing,Marketing Coordinator,70710,2
00-50635874,Glen,Graham,1,West Virginia,Charleston,Bachelor,26/01/1971,2016-12-06,,Operations,Logistics Coordinator,68291,3
00-88608288,Marcus,Lane,0,New York,New York City,Bachelor,31/07/1959,2022-09-23,,Sales,Sales Representative,68137,2
00-23189607,Katrina,Wright,1,New York,Buffalo,Bachelor,26/08/1975,2020-06-10,,IT,IT Support Specialist,67802,3
00-95081383,Angela,Turner,1,New York,New York City,Bachelor,27/11/1963,2016-02-03,,Marketing,Content Creator,65065,2
00-69310555,Kenneth,Ho,1,New York,New York City,Bachelor,20/10/1987,2016-06-28,,Customer Service,Help Desk Technician,67752,4
00-82795512,Amy,Bennett,0,Ohio,Cleveland,Bachelor,25/02/1985,2020-12-06,,IT,IT Support Specialist,58648,3
00-50260078,Martha,Davis,1,Michigan,Warren,Master,20/10/1981,2020-07-23,,Operations,Operations Analyst,68232,4
00-24968484,Scott,Edwards,1,Virginia,Virginia Beach,High School,9/11/1999,2022-12-30,,Customer Service,Customer Service Representative,55328,4
00-96251983,Gina,Howard,1,New York,New York City,Master,6/1/1990,2017-05-18,,HR,HR Coordinator,61834,4
00-71237433,Ronald,Fisher,1,New York,Rochester,Bachelor,6/2/1973,2024-06-08,,Operations,Inventory Specialist,69078,2
00-64649280,Steven,Gaines,1,New York,Rochester,High School,23/05/1975,2021-01-11,,Customer Service,Help Desk Technician,91235,1
00-33693707,Susan,Fisher,1,Michigan,Detroit,Master,5/11/1992,2018-10-21,,Operations,Operations Analyst,61051,4
00-81429336,John,Hunt,0,New York,Buffalo,High School,31/07/1990,2017-02-19,,Customer Service,Help Desk Technician,76873,2
00-85331621,Christine,Yoder,0,Michigan,Grand Rapids,Master,22/03/1990,2020-12-06,,IT,System Administrator,92389,4
00-24961257,Kelly,Campos,1,New York,Buffalo,High School,29/07/1975,2024-06-01,,Customer Service,Customer Service Representative,63528,1
00-10874735,David,Santiago,0,Michigan,Warren,Bachelor,1/1/1986,2018-06-29,,IT,Software Developer,82070,2
00-76543529,Lindsey,Golden,1,New York,Buffalo,High School,6/10/1979,2017-06-28,,Customer Service,Customer Service Representative,60374,2
00-67984060,Mary,Miller,0,New York,New York City,Bachelor,23/08/1984,2022-04-15,,Customer Service,Support Specialist,61540,2
00-69485073,Maria,Santos,0,New York,New York City,Bachelor,22/08/1959,2018-05-10,,Sales,Sales Specialist,63188,1
00-34515629,Brooke,Short,0,New York,Rochester,Bachelor,19/12/1965,2017-08-08,,Customer Service,Support Specialist,64233,3
00-41112045,Timothy,Rivera,1,New York,New York City,Bachelor,21/10/1978,2017-01-24,,Operations,Inventory Specialist,61854,2
00-52951801,David,Richards,0,New York,New York City,Bachelor,30/06/1972,2022-07-18,,Marketing,SEO Specialist,74667,3
00-50273561,Jodi,Brown,0,New York,Rochester,Master,31/12/1983,2024-03-20,,IT,Software Developer,101912,2
00-30749745,Zachary,Hart,0,New York,Buffalo,Bachelor,30/08/1979,2018-07-12,,HR,HR Assistant,62488,3
00-63182430,Derek,Jacobson,1,Pennsylvania,Philadelphia,High School,30/06/1962,2023-09-06,,Customer Service,Support Specialist,65869,1
00-98931424,Melissa,Turner,1,New York,Rochester,Bachelor,14/04/1982,2017-05-01,,Operations,Operations Analyst,82924,2
00-97710027,Jennifer,Zuniga,0,New York,Rochester,Bachelor,19/06/1992,2020-11-08,,Finance,Accountant,59767,3
00-46155999,Todd,Watts,0,New York,New York City,High School,22/01/1984,2017-02-14,,Marketing,SEO Specialist,70671,1
00-50750934,Carlos,Hernandez,0,New York,New York City,PhD,8/4/1980,2018-12-08,,Finance,Financial Analyst,92225,4
00-57504159,David,Davis,1,Ohio,Columbus,Bachelor,21/12/1978,2023-03-21,,Sales,Sales Representative,75781,2
00-51341326,Dale,Johnson,0,New York,New York City,Bachelor,23/03/2000,2019-07-16,,Operations,Inventory Specialist,53579,2
00-65985387,Scott,Brown,0,Michigan,Warren,Bachelor,14/03/1998,2015-02-17,,Operations,Logistics Coordinator,59519,3
00-64866566,Kevin,Webb,0,New York,Rochester,Bachelor,7/8/1992,2018-03-13,,Operations,Logistics Coordinator,57228,3
00-46803483,Lori,Skinner,1,North Carolina,Charlotte,Bachelor,16/01/1977,2015-08-01,,IT,Software Developer,106390,2
00-37999031,Jorge,Salazar,0,New York,Rochester,Bachelor,11/2/1966,2022-06-20,,Operations,Logistics Coordinator,66306,3
00-60126991,Michele,Williamson,0,New York,Rochester,High School,31/05/1989,2015-06-17,,Operations,Inventory Specialist,58715,2
00-61325709,Dustin,Smith,0,New York,Rochester,Master,14/04/1991,2018-02-25,,IT,System Administrator,84400,4
00-36770013,Lori,Sandoval,0,New York,New York City,Bachelor,21/01/1962,2023-03-08,,Customer Service,Help Desk Technician,89819,1
00-69069644,William,Lyons,1,New York,Buffalo,Bachelor,28/03/1975,2023-03-19,,HR,HR Coordinator,61625,2
00-42633405,Thomas,Roberts,0,New York,Rochester,Master,22/08/1965,2017-09-17,,IT,Software Developer,92857,4
00-89583095,Craig,Chapman,0,New York,Rochester,Bachelor,25/03/1963,2019-05-23,,Sales,Sales Representative,61100,2
00-98505617,Elizabeth,Myers,0,North Carolina,Charlotte,PhD,29/03/1963,2019-09-28,,Sales,Sales Specialist,76493,3
00-43533779,Lauren,Marshall,1,New York,Rochester,Bachelor,20/09/1992,2017-11-12,,HR,HR Assistant,60526,3
00-60334193,Roger,Johnson,1,New York,Buffalo,Master,13/07/1994,2016-06-26,,IT,Software Developer,77833,2
00-55995332,David,Price,1,Michigan,Warren,High School,10/9/1987,2017-08-14,,Operations,Inventory Specialist,57862,1
00-48149420,Kevin,Brewer,1,New York,Rochester,Master,2/2/1979,2016-12-12,,Operations,Operations Analyst,75161,4
00-19930603,Diane,Wallace,1,New York,New York City,Master,25/01/1982,2018-12-19,,Sales,Sales Consultant,96398,2
00-30370571,Rebecca,Estes,0,Michigan,Grand Rapids,PhD,22/04/1976,2023-07-01,,Sales,Sales Manager,127318,3
00-87052803,Nicole,Ellis,1,Ohio,Cleveland,High School,21/07/1985,2017-01-04,,Customer Service,Support Specialist,62661,1
00-42913766,Tina,Howard,0,Michigan,Detroit,High School,16/09/1986,2018-11-29,,Customer Service,Help Desk Technician,58565,2
00-98676416,Michelle,Clark,1,New York,New York City,Bachelor,26/05/1982,2017-12-17,,Operations,Logistics Coordinator,61703,2
00-49113647,Jasmin,Myers,1,New York,Rochester,Bachelor,19/10/1979,2022-01-25,,Sales,Sales Representative,71954,1
00-19127329,Greg,Hernandez,0,New York,Buffalo,Bachelor,5/11/2001,2023-09-12,,Sales,Sales Representative,55060,2
00-69839681,Michele,Taylor,1,New York,New York City,High School,2/8/1979,2022-11-01,,Operations,Inventory Specialist,57896,1
00-53119744,Kathryn,Turner,1,New York,Buffalo,Bachelor,9/12/1998,2019-06-02,,Operations,Logistics Coordinator,65829,4
00-54696127,Carlos,Franco,0,New York,New York City,High School,10/3/2001,2017-07-07,,Customer Service,Help Desk Technician,57201,2
00-44273540,Nicholas,Ruiz,0,Pennsylvania,Pittsburgh,Master,5/8/1996,2021-09-13,,IT,System Administrator,75252,4
00-25997469,Henry,Erickson,1,West Virginia,Huntington,Bachelor,6/9/1972,2021-07-16,,Sales,Sales Representative,78297,2
00-75277802,Kimberly,Fox,0,Michigan,Detroit,Bachelor,31/10/1985,2023-02-20,,Operations,Inventory Specialist,57461,3
00-78754597,Heidi,Chapman,1,Michigan,Warren,Bachelor,7/8/1998,2018-08-14,,Customer Service,Customer Service Representative,71290,2
00-14306243,Michael,Williamson,1,New York,Rochester,Master,11/8/1982,2024-06-05,,Operations,Operations Analyst,67804,4
00-82317772,Carlos,Johnson,1,New York,Rochester,Bachelor,3/4/1970,2020-10-11,,Operations,Logistics Coordinator,67801,2
00-95144216,Erik,Davis,0,Michigan,Detroit,Bachelor,18/09/1998,2016-02-11,,Customer Service,Help Desk Technician,72053,2
00-22367293,Victor,Shelton,1,New York,New York City,Bachelor,10/2/1990,2024-05-05,,Customer Service,Help Desk Technician,67450,4
00-31236454,Kathleen,Zavala,0,New York,Rochester,Bachelor,11/12/1963,2023-11-11,,IT,Software Developer,87061,3
00-72873864,Samantha,Flynn,1,Pennsylvania,Philadelphia,High School,20/12/2000,2021-02-10,,Operations,Inventory Specialist,62055,1
00-19809109,Rachel,Thompson,1,New York,New York City,Master,14/01/1986,2022-12-13,,Sales,Sales Specialist,56737,4
00-47160179,Patrick,Mcpherson,1,North Carolina,Raleigh,Bachelor,22/08/1976,2019-12-25,,Sales,Sales Consultant,94534,3
00-97301075,Caleb,Salazar,0,Michigan,Warren,Bachelor,25/08/2003,2018-02-14,,HR,HR Assistant,55626,4
00-87205227,Benjamin,Brady,0,New York,Rochester,Bachelor,1/9/1983,2018-06-21,,Operations,Inventory Specialist,60934,2
00-68035365,Kathryn,Obrien,0,New York,Buffalo,Bachelor,14/08/1962,2023-11-23,,Sales,Sales Representative,70129,4
00-49435019,Anthony,Thompson,1,Pennsylvania,Allentown,Master,24/11/1977,2015-02-11,,Marketing,Marketing Manager,106702,4
00-11145938,Holly,Gray,0,New York,New York City,Master,16/10/1998,2017-09-05,,IT,IT Manager,133425,4
00-44742654,Audrey,Gonzalez,1,Michigan,Grand Rapids,PhD,3/7/1978,2023-04-09,,Sales,Sales Specialist,84239,3
00-53838097,Travis,Shelton,0,New York,Buffalo,Bachelor,23/05/2000,2020-03-28,,Operations,Inventory Specialist,58165,4
00-36888045,James,Martin,1,Ohio,Cincinnati,Bachelor,6/3/2000,2022-11-13,,Customer Service,Help Desk Technician,61330,4
00-87424312,Allison,Tyler,0,North Carolina,Raleigh,Bachelor,15/12/1980,2017-02-03,,Operations,Inventory Specialist,57072,3
00-51403708,Brandi,Soto,1,New York,Rochester,Master,20/10/1976,2017-09-17,,IT,System Administrator,75880,4
00-90788531,Cole,Johnson,1,New York,Rochester,Bachelor,10/11/1983,2024-02-24,,Sales,Sales Consultant,86797,4
00-27089076,Patricia,Ward,1,New York,Buffalo,Bachelor,10/5/1977,2020-06-07,,Finance,Accountant,73745,3
00-52323714,Ashley,Lin,0,Pennsylvania,Pittsburgh,Bachelor,17/01/1985,2024-05-12,,Operations,Operations Analyst,84244,3
00-37071907,Jacob,Blair,1,New York,New York City,High School,31/08/1984,2018-12-20,,IT,IT Support Specialist,56148,4
00-41269891,Jessica,Rice,1,Michigan,Grand Rapids,Bachelor,4/3/1984,2024-03-14,,Marketing,Marketing Coordinator,74025,4
00-57693567,Marisa,Hudson,1,Michigan,Warren,High School,8/6/2002,2015-07-03,,Customer Service,Customer Service Representative,54055,2
00-60346941,Vincent,Kelly,0,Michigan,Warren,Bachelor,8/12/1989,2015-12-16,,IT,IT Support Specialist,62535,3
00-37995717,Angelica,Taylor,1,Ohio,Columbus,Bachelor,9/11/2002,2018-01-27,,Sales,Sales Representative,81234,3
00-63576791,Scott,Garrett,1,New York,Buffalo,High School,21/03/1984,2017-12-06,,Operations,Inventory Specialist,58211,1
00-26730148,Chad,Miller,1,North Carolina,Greensboro,High School,3/4/1999,2016-10-30,,Customer Service,Customer Service Representative,54126,1
00-87618586,Zachary,Garcia,1,New York,Buffalo,Bachelor,12/10/1986,2022-07-13,,IT,IT Support Specialist,63235,2
00-38137132,Jerry,Guzman,1,New York,Rochester,Bachelor,4/4/1964,2016-05-08,,Operations,Operations Analyst,83007,3
00-91181379,Andrew,Nicholson,0,New York,New York City,Bachelor,13/09/1977,2018-04-23,,Operations,Inventory Specialist,56747,2
00-35633055,Sandra,King,1,New York,New York City,Bachelor,1/8/1982,2017-10-01,,Marketing,SEO Specialist,77902,3
00-78036333,Michael,Brennan,1,Michigan,Detroit,Bachelor,12/9/1987,2018-03-03,,Operations,Inventory Specialist,70976,3
00-25031359,Tammy,Jones,1,New York,Rochester,Bachelor,29/08/1989,2024-08-11,,Sales,Sales Specialist,73323,2
00-61006646,John,Holmes,0,New York,Buffalo,Bachelor,3/3/1990,2023-08-26,,Sales,Sales Representative,73221,2
00-23430634,Vincent,Ross,0,New York,Rochester,PhD,29/12/1993,2018-01-22,,Sales,Sales Manager,133039,3
00-18765169,Amy,Snow,0,New York,New York City,Bachelor,1/8/1995,2019-08-15,,Marketing,SEO Specialist,64956,2
00-40784021,Thomas,Lowery,1,New York,Buffalo,Bachelor,21/10/1990,2024-04-12,,IT,Software Developer,111378,3
00-96380107,Denise,Johnson,0,New York,Rochester,Bachelor,20/01/1997,2023-06-13,,Sales,Sales Consultant,66991,1
00-46871774,Jose,Cook,0,New York,New York City,Bachelor,15/07/1991,2022-10-24,,Customer Service,Help Desk Technician,62758,3
00-28889241,Brian,Harris,0,Michigan,Warren,Bachelor,26/12/1972,2023-11-14,,Customer Service,Help Desk Technician,84435,3
00-11244728,Jessica,Glass,1,New York,Buffalo,Bachelor,30/09/1984,2016-09-14,,Sales,Sales Representative,62402,3
00-73057193,Rita,Brown,1,New York,Buffalo,Bachelor,5/10/1983,2022-07-11,,Finance,Accountant,86979,4
00-38162314,Charles,Gould,0,New York,Rochester,Bachelor,2/6/1984,2023-12-18,,IT,IT Support Specialist,53888,3
00-59889271,Chelsea,Conley,0,New York,Buffalo,High School,15/11/1992,2021-11-10,,Marketing,Content Creator,60653,2
00-33141819,Austin,Zavala,1,New York,Buffalo,High School,6/9/1963,2017-06-11,,Operations,Inventory Specialist,59537,2
00-99747074,Carly,Salazar,0,Virginia,Richmond,Bachelor,12/8/1972,2017-02-01,,Operations,Logistics Coordinator,62504,1
00-31793431,Paige,Mendoza,1,New York,Rochester,High School,4/10/1979,2015-02-20,,Customer Service,Support Specialist,58351,2
00-64177562,Joseph,Williams,0,New York,New York City,High School,7/4/1984,2021-01-14,,IT,IT Support Specialist,56265,2
00-53093653,Tyler,Perez,1,New York,New York City,Bachelor,12/4/1976,2015-05-17,,Sales,Sales Representative,67838,2
00-13824787,Ryan,Turner,0,New York,Rochester,Bachelor,2/6/1983,2023-11-27,,Customer Service,Support Specialist,63149,2
00-60605018,Brian,Ayala,0,New York,Rochester,PhD,23/04/1996,2022-11-12,,Sales,Sales Consultant,91428,3
00-32782148,James,Franklin,0,New York,New York City,Bachelor,6/10/1988,2017-05-28,,Operations,Inventory Specialist,57860,3
00-39890245,Evelyn,Rojas,1,New York,Rochester,Master,27/07/1986,2016-08-02,,IT,System Administrator,87239,2
00-73845946,Timothy,Hughes,1,North Carolina,Greensboro,Bachelor,15/03/1991,2019-05-27,,Marketing,Content Creator,64472,3
00-82038305,Heather,Jordan,1,New York,Rochester,High School,21/04/1970,2019-06-15,,Operations,Inventory Specialist,59949,2
00-95477263,Andrea,Wilson,0,Illinois,Naperville,Master,28/12/1959,2015-02-15,,IT,Software Developer,109334,4
00-44475383,Penny,Haas,0,New York,Buffalo,Bachelor,26/01/2003,2016-05-22,,IT,Software Developer,86384,3
00-22938359,Brian,Hall,0,New York,Buffalo,PhD,22/05/1980,2019-08-17,,Sales,Sales Specialist,72453,4
