Employee_ID,Full_Name,Gender,State,City,Education_Level,Birthdate,Age,Hiredate,Termdate,Years_of_Service,Employee_Status,Department,Job_Title,Jop_Level,Salary,Performance_Rating
00-32068284,Laura Beard,Male,Pennsylvania,Philadelphia,Bachelor,3/1/2001,23,12/28/2017,Still Employee,6,Active,Operations,Inventory Specialist,Mid-Level,63790,Satisfactory
00-54007398,Thomas Smith,Male,New York,Rochester,Master,3/4/1998,26,2/3/2017,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,57578,Good
00-74867809,Jenny Gibson,Female,New York,Buffalo,High School,9/1/1986,38,12/11/2017,Still Employee,6,Active,Customer Service,Help Desk Technician,Junior Level,76984,Satisfactory
00-32505538,Bethany Grant,Female,New York,New York City,Bachelor,4/21/1972,52,4/14/2024,Still Employee,0,Active,Operations,Inventory Specialist,Mid-Level,64240,Good
00-89070916,Andrew Hart,Male,New York,Buffalo,PhD,12/13/1991,32,1/25/2017,Still Employee,7,Active,Sales,Sales Manager,Manager,103189,Good
00-56080307,Jessica Hernandez,Male,Michigan,Grand Rapids,Bachelor,1/7/1990,34,1/26/2020,Still Employee,4,Active,Operations,Inventory Specialist,Mid-Level,68050,Good
00-23719833,Raymond Bennett,Male,West Virginia,Morgantown,High School,3/29/1960,64,1/15/2017,Still Employee,7,Active,Customer Service,Customer Service Representative,Junior Level,60579,Good
00-85153004,Tyler Rivas,Male,New York,Buffalo,Bachelor,3/18/1983,41,6/10/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,70955,Satisfactory
00-12098146,Nancy Mckinney,Male,New York,Buffalo,Master,8/28/1976,48,10/7/2021,Still Employee,3,Active,IT,Software Developer,Senior,102542,Excellent
00-48561390,Timothy Pham,Female,New York,Rochester,Master,12/28/1980,43,1/10/2023,Still Employee,1,Active,Sales,Sales Consultant,Mid-Level,84807,Good
00-36059652,Emily Richmond,Male,New York,New York City,Bachelor,7/29/1971,53,3/15/2018,Still Employee,6,Active,Operations,Logistics Coordinator,Mid-Level,71790,Good
00-78761110,Jimmy West,Female,Illinois,Naperville,Bachelor,2/27/1979,45,1/1/2023,Still Employee,1,Active,HR,Recruiter,Mid-Level,72617,Good
00-25193029,Wendy Williams,Female,New York,Buffalo,Bachelor,1/1/1976,48,8/6/2024,Still Employee,0,Active,IT,IT Support Specialist,Mid-Level,64622,Satisfactory
00-32121080,Mary Graham,Female,New York,New York City,PhD,9/14/1985,39,9/30/2015,Still Employee,9,Active,Finance,Financial Analyst,Senior,110477,Good
00-54777065,Tracy Hall,Male,North Carolina,Raleigh,Bachelor,9/21/1972,52,11/25/2020,Still Employee,3,Active,Operations,Logistics Coordinator,Mid-Level,64372,Satisfactory
00-15058739,Julia Mitchell,Female,New York,Rochester,Bachelor,6/22/1965,59,2/4/2016,Still Employee,8,Active,Customer Service,Customer Service Representative,Junior Level,57416,Need Improvement
00-62953021,Carly Bryant,Male,New York,New York City,Bachelor,1/8/1999,25,7/3/2018,Still Employee,6,Active,Customer Service,Help Desk Technician,Junior Level,82215,Good
00-70891460,Amy Brooks,Female,New York,Rochester,Bachelor,2/25/1983,41,12/16/2016,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,61432,Excellent
00-24391123,Nathan Arnold,Male,Illinois,Naperville,Bachelor,3/12/1976,48,2/26/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,71230,Good
00-93131712,Malik Fowler,Female,New York,New York City,High School,7/11/1972,52,6/8/2023,Still Employee,1,Active,Marketing,Content Creator,Mid-Level,61243,Need Improvement
00-80400524,Gordon Morales,Female,New York,Buffalo,Bachelor,9/2/1990,34,6/30/2016,Still Employee,8,Active,Sales,Sales Representative,Junior Level,71295,Satisfactory
00-52590001,Tonya Saunders,Female,North Carolina,Greensboro,Bachelor,11/19/1971,52,2/27/2015,Still Employee,9,Active,Customer Service,Support Specialist,Junior Level,55918,Good
00-30090581,Lisa Walton,Male,Pennsylvania,Allentown,PhD,4/3/1988,36,7/12/2022,Still Employee,2,Active,Sales,Sales Specialist,Mid-Level,80597,Good
00-24643784,Emma Russell,Male,New York,Rochester,Bachelor,12/29/1999,24,6/17/2017,Still Employee,7,Active,Customer Service,Support Specialist,Junior Level,67218,Good
00-57494219,Christopher King,Female,Illinois,Naperville,High School,3/3/1968,56,2/23/2017,Still Employee,7,Active,IT,IT Support Specialist,Mid-Level,65285,Excellent
00-81029647,Marvin Howard,Male,Pennsylvania,Philadelphia,High School,6/12/1967,57,6/30/2024,Still Employee,0,Active,Marketing,Content Creator,Mid-Level,59981,Good
00-89421300,Shannon Ryan,Male,North Carolina,Greensboro,High School,10/12/1985,39,9/21/2020,Still Employee,4,Active,Customer Service,Support Specialist,Junior Level,65212,Satisfactory
00-91211357,Frank Williams,Male,Pennsylvania,Pittsburgh,Bachelor,8/23/2003,21,7/16/2022,Still Employee,2,Active,Operations,Inventory Specialist,Mid-Level,60320,Good
00-74157929,Samantha Mcgrath,Male,New York,New York City,Bachelor,9/21/1977,47,2/26/2015,Still Employee,9,Active,Operations,Operations Analyst,Senior,72632,Satisfactory
00-41542499,Carol Fernandez,Female,New York,New York City,Bachelor,11/12/1994,29,11/20/2023,Still Employee,0,Active,Sales,Sales Consultant,Mid-Level,66574,Good
00-56750216,Julie Rosales,Female,New York,Rochester,Bachelor,7/13/1976,48,8/11/2019,Still Employee,5,Active,IT,Software Developer,Senior,94491,Satisfactory
00-84813845,Donald Velasquez,Female,New York,New York City,Bachelor,12/28/1986,37,3/21/2023,Still Employee,1,Active,IT,System Administrator,Mid-Level,68349,Good
00-65769166,Robert Rodriguez,Female,New York,Buffalo,Bachelor,1/8/1997,27,7/14/2023,Still Employee,1,Active,Sales,Sales Representative,Junior Level,63110,Good
00-69351279,Amy Stone,Female,Pennsylvania,Philadelphia,Bachelor,10/11/1971,53,8/12/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,60003,Good
00-76130666,Adam Michael,Male,New York,Rochester,Bachelor,5/1/1992,32,9/16/2022,Still Employee,2,Active,Finance,Financial Analyst,Senior,72986,Satisfactory
00-99833906,Sheri Singh,Male,New York,Buffalo,Bachelor,6/30/1985,39,9/23/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,73466,Good
00-88963137,Jenna Rogers,Female,New York,New York City,Master,3/5/1964,60,2/15/2019,Still Employee,5,Active,Operations,Operations Analyst,Senior,63061,Good
00-52590946,Mark Copeland,Male,Michigan,Grand Rapids,Master,10/30/1987,36,5/25/2023,Still Employee,1,Active,Finance,Financial Analyst,Senior,75732,Satisfactory
00-33860571,Amy Foster,Female,New York,Buffalo,Bachelor,11/25/1987,36,9/12/2020,Still Employee,4,Active,Sales,Sales Representative,Junior Level,62394,Satisfactory
00-25925976,Lori Robinson,Female,Pennsylvania,Allentown,Master,8/16/1971,53,5/16/2024,Still Employee,0,Active,IT,Software Developer,Senior,106891,Need Improvement
00-54599850,Kara Watts,Female,Ohio,Cleveland,Bachelor,1/28/1964,60,2/11/2015,Still Employee,9,Active,IT,Software Developer,Senior,98069,Excellent
00-15754576,Jeremiah Schneider,Male,New York,New York City,Bachelor,6/15/1980,44,3/2/2017,Still Employee,7,Active,IT,IT Support Specialist,Mid-Level,70287,Good
00-95787279,Mary Woodard,Male,New York,Buffalo,Bachelor,4/8/1985,39,3/15/2017,Still Employee,7,Active,Marketing,Marketing Coordinator,Mid-Level,78629,Excellent
00-19764093,Jennifer Barry,Male,New York,Rochester,Bachelor,12/30/1973,50,7/14/2024,Still Employee,0,Active,Operations,Operations Analyst,Senior,85911,Satisfactory
00-25533493,Lauren Simpson,Female,Pennsylvania,Allentown,Bachelor,9/30/1977,47,12/22/2023,Still Employee,0,Active,Sales,Sales Representative,Junior Level,57010,Good
00-37963448,Charles Clements,Female,New York,Buffalo,High School,3/4/1981,43,4/4/2015,Still Employee,9,Active,Operations,Inventory Specialist,Mid-Level,61394,Good
00-14535123,Katelyn Turner,Female,New York,New York City,Master,8/18/1980,44,3/22/2020,Still Employee,4,Active,Sales,Sales Consultant,Mid-Level,103135,Good
00-67134182,Amber Davis,Female,New York,Rochester,High School,7/12/1966,58,11/12/2020,Still Employee,3,Active,Customer Service,Support Specialist,Junior Level,65275,Good
00-23471350,James Smith,Male,New York,New York City,Bachelor,2/4/1991,33,4/25/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,65119,Satisfactory
00-79767584,David Lopez,Male,New York,Rochester,High School,3/3/1996,28,10/28/2020,Still Employee,3,Active,Customer Service,Help Desk Technician,Junior Level,70103,Satisfactory
00-88709772,Erin Jones,Female,New York,New York City,Bachelor,10/24/1971,52,6/25/2021,Still Employee,3,Active,Operations,Logistics Coordinator,Mid-Level,60231,Excellent
00-29337067,Stephanie Henderson,Male,Michigan,Warren,Master,12/2/1974,49,5/18/2020,Still Employee,4,Active,Sales,Sales Specialist,Mid-Level,67931,Satisfactory
00-66783807,Dorothy Smith,Male,New York,Buffalo,Bachelor,5/28/2000,24,8/21/2019,Still Employee,5,Active,Sales,Sales Specialist,Mid-Level,82618,Good
00-69198584,Kevin Hughes,Female,New York,New York City,High School,4/3/1973,51,3/22/2022,Still Employee,2,Active,Marketing,Content Creator,Mid-Level,54216,Need Improvement
00-65469429,Kevin Harvey,Female,New York,New York City,Bachelor,12/27/1985,38,12/24/2017,Still Employee,6,Active,Marketing,Content Creator,Mid-Level,55586,Good
00-59163162,Timothy Mendez,Female,New York,New York City,Bachelor,9/1/1985,39,1/17/2023,Still Employee,1,Active,Operations,Logistics Coordinator,Mid-Level,61518,Need Improvement
00-32509513,Erin Rowland,Female,New York,Rochester,High School,4/25/1986,38,7/13/2024,Still Employee,0,Active,Operations,Inventory Specialist,Mid-Level,57625,Satisfactory
00-19340643,Luis Johnson,Female,New York,New York City,Bachelor,12/9/1970,53,9/29/2020,Still Employee,4,Active,Marketing,Content Creator,Mid-Level,59531,Excellent
00-82929177,Thomas Salinas,Male,New York,Buffalo,High School,3/15/1975,49,10/20/2023,Still Employee,0,Active,Customer Service,Help Desk Technician,Junior Level,62995,Satisfactory
00-27948371,Amber Garcia,Male,Virginia,Virginia Beach,Bachelor,12/11/1995,28,9/25/2017,Still Employee,7,Active,Marketing,Content Creator,Mid-Level,70178,Satisfactory
00-36867851,Brenda Gilmore,Female,New York,Rochester,High School,10/28/2003,20,9/23/2021,Still Employee,3,Active,Marketing,Content Creator,Mid-Level,57105,Good
00-94142699,Tracy Johnson,Female,Virginia,Virginia Beach,Bachelor,4/5/1964,60,1/16/2018,Still Employee,6,Active,Marketing,SEO Specialist,Senior,85447,Need Improvement
00-60621065,Sydney Blake,Female,New York,Buffalo,Bachelor,1/23/1975,49,2/3/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,65034,Satisfactory
00-42849585,Thomas Stephens,Male,New York,Buffalo,Bachelor,12/16/1987,36,2/2/2019,Still Employee,5,Active,Finance,Accountant,Mid-Level,71141,Good
00-37374649,John Rivas,Female,West Virginia,Morgantown,High School,3/11/1983,41,9/3/2022,Still Employee,2,Active,IT,IT Support Specialist,Mid-Level,56225,Satisfactory
00-13251476,Sandra Gibson,Male,New York,Buffalo,Bachelor,3/20/1987,37,10/17/2020,Still Employee,3,Active,Marketing,SEO Specialist,Senior,80060,Satisfactory
00-79616225,Matthew Munoz,Male,New York,Rochester,Bachelor,11/1/1998,25,7/2/2022,Still Employee,2,Active,Operations,Logistics Coordinator,Mid-Level,65460,Satisfactory
00-33748640,Austin Collins,Female,New York,New York City,High School,4/13/1972,52,10/29/2023,Still Employee,0,Active,Operations,Inventory Specialist,Mid-Level,54401,Good
00-72312114,Jane Hayes,Male,New York,Rochester,Bachelor,3/31/1974,50,8/27/2018,Still Employee,6,Active,Operations,Logistics Coordinator,Mid-Level,60285,Satisfactory
00-85435906,Robert Smith,Male,New York,Buffalo,Bachelor,9/30/1976,48,2/19/2021,Still Employee,3,Active,Finance,Accountant,Mid-Level,80792,Satisfactory
00-60856386,Brittney Leonard,Female,New York,Buffalo,Bachelor,10/19/1994,29,1/11/2017,Still Employee,7,Active,Sales,Sales Representative,Junior Level,52790,Good
00-53679044,Selena Wallace,Female,Pennsylvania,Philadelphia,Bachelor,2/16/1991,33,7/14/2017,Still Employee,7,Active,IT,Software Developer,Senior,99452,Need Improvement
00-99896917,Howard Hill,Female,New York,New York City,Bachelor,2/5/1989,35,8/8/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,58341,Satisfactory
00-84329746,Paul Buckley,Male,New York,New York City,Master,7/21/1978,46,9/11/2017,Still Employee,7,Active,IT,Software Developer,Senior,105554,Satisfactory
00-17126486,Jennifer King,Male,New York,Rochester,Master,1/10/2001,23,2/15/2020,Still Employee,4,Active,Operations,Operations Analyst,Senior,52642,Excellent
00-33561787,Shannon Nash,Male,New York,Buffalo,Master,7/28/1992,32,1/16/2016,Still Employee,8,Active,Operations,Operations Analyst,Senior,78092,Good
00-36618219,Kelly Rivera,Male,New York,Rochester,Bachelor,10/14/1962,62,2/12/2019,Still Employee,5,Active,Operations,Logistics Coordinator,Mid-Level,60298,Good
00-39161475,Gloria Schmitt,Male,New York,Buffalo,High School,3/21/1970,54,1/30/2024,Still Employee,0,Active,Customer Service,Help Desk Technician,Junior Level,84486,Satisfactory
00-34984420,James Tucker,Female,New York,New York City,High School,2/6/1984,40,1/3/2024,Still Employee,0,Active,Marketing,Content Creator,Mid-Level,59844,Good
00-34399341,Paul Garner,Male,New York,New York City,Bachelor,5/24/1970,54,9/11/2017,Still Employee,7,Active,Sales,Sales Representative,Junior Level,68393,Good
00-92518294,Rebecca Barton,Male,Illinois,Naperville,Bachelor,2/6/1995,29,1/18/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,63754,Excellent
00-23530495,Kevin Walker,Male,Illinois,Aurora,Bachelor,12/18/1986,37,12/3/2022,Still Employee,1,Active,Sales,Sales Representative,Junior Level,83628,Satisfactory
00-88541092,Felicia Bruce,Female,New York,Rochester,High School,2/6/1971,53,3/29/2016,Still Employee,8,Active,Customer Service,Customer Service Representative,Junior Level,60224,Good
00-84240710,Jennifer Stokes,Female,Pennsylvania,Philadelphia,High School,8/5/1998,26,12/20/2020,Still Employee,3,Active,Customer Service,Support Specialist,Junior Level,55088,Satisfactory
00-53634520,Darren Martin,Female,Ohio,Cincinnati,Bachelor,4/28/2001,23,2/21/2022,Still Employee,2,Active,Finance,Accounts Payable Specialist,Mid-Level,59867,Good
00-87524851,Joy Potts,Female,North Carolina,Charlotte,Bachelor,5/3/1988,36,8/7/2023,Still Employee,1,Active,Customer Service,Support Specialist,Junior Level,59879,Satisfactory
00-52977013,Andrew Crawford,Female,Michigan,Detroit,Bachelor,7/25/2001,23,11/4/2020,Still Employee,3,Active,IT,Software Developer,Senior,98897,Need Improvement
00-66086286,Holly Smith,Male,Michigan,Warren,Bachelor,12/15/1980,43,7/22/2016,Still Employee,8,Active,Customer Service,Help Desk Technician,Junior Level,83568,Satisfactory
00-72146491,Rachael Richardson,Male,North Carolina,Greensboro,High School,5/11/1991,33,7/31/2022,Still Employee,2,Active,Customer Service,Customer Service Representative,Junior Level,59077,Good
00-31684442,Daniel Wells,Female,New York,New York City,Bachelor,7/27/1973,51,4/19/2023,Still Employee,1,Active,Operations,Logistics Coordinator,Mid-Level,66086,Satisfactory
00-12625340,Samuel Miles,Female,New York,Rochester,Bachelor,2/27/1996,28,1/26/2020,Still Employee,4,Active,Sales,Sales Representative,Junior Level,58221,Need Improvement
00-44077377,Cameron Baker,Male,New York,Buffalo,Master,12/19/1981,42,9/15/2020,Still Employee,4,Active,IT,Software Developer,Senior,93508,Good
00-25633534,Michael Morales,Male,New York,New York City,Master,5/9/2003,21,12/24/2017,Still Employee,6,Active,IT,Software Developer,Senior,74367,Good
00-88150391,John Reilly,Female,Michigan,Detroit,Master,5/26/1980,44,2/23/2019,Still Employee,5,Active,IT,Software Developer,Senior,88389,Good
00-33398252,David Martin,Male,Virginia,Virginia Beach,High School,3/16/1998,26,8/10/2019,Still Employee,5,Active,Customer Service,Customer Service Representative,Junior Level,62556,Satisfactory
00-54440795,Jacob Gonzalez,Male,New York,New York City,Bachelor,3/17/1998,26,9/14/2017,Still Employee,7,Active,Operations,Logistics Coordinator,Mid-Level,57687,Good
00-80732751,Wendy Brooks,Female,Pennsylvania,Philadelphia,High School,7/7/1990,34,4/12/2024,Still Employee,0,Active,Marketing,Content Creator,Mid-Level,59578,Good
00-38754429,Timothy Arellano,Male,New York,Rochester,Bachelor,12/15/1977,46,9/11/2020,Still Employee,4,Active,Customer Service,Support Specialist,Junior Level,63924,Good
00-87789716,Jacob Gutierrez,Male,New York,Rochester,Bachelor,8/17/1971,53,8/5/2024,Still Employee,0,Active,Customer Service,Customer Service Representative,Junior Level,59836,Satisfactory
00-27538006,Bernard Harris,Male,New York,Buffalo,High School,7/23/1971,53,4/27/2017,Still Employee,7,Active,IT,IT Support Specialist,Mid-Level,69165,Good
00-23228017,Dean Miles,Male,North Carolina,Charlotte,Bachelor,8/28/1995,29,1/5/2017,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,83614,Need Improvement
00-17286763,Nathan Dixon,Male,New York,Buffalo,Bachelor,10/17/1976,48,1/5/2020,Still Employee,4,Active,Operations,Operations Analyst,Senior,71766,Good
00-15968073,Daniel Wade,Female,New York,Buffalo,Bachelor,8/14/1988,36,8/16/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,60416,Good
00-91413784,Alyssa Turner,Female,New York,New York City,Bachelor,6/10/1984,40,11/12/2023,Still Employee,0,Active,Operations,Logistics Coordinator,Mid-Level,57017,Excellent
00-79608534,Derrick Mccall,Female,New York,Buffalo,PhD,11/10/1995,28,11/30/2020,Still Employee,3,Active,Marketing,Marketing Manager,Manager,91054,Good
00-56883986,Timothy Lewis,Male,Virginia,Norfolk,High School,5/7/1972,52,9/15/2022,Still Employee,2,Active,Customer Service,Support Specialist,Junior Level,63621,Satisfactory
00-59954883,Thomas Mendoza,Male,New York,New York City,Master,12/9/1971,52,2/8/2022,Still Employee,2,Active,IT,Software Developer,Senior,87998,Good
00-41782201,Gerald Tran,Male,New York,Rochester,Bachelor,12/10/1974,49,9/1/2021,Still Employee,3,Active,Operations,Inventory Specialist,Mid-Level,63222,Good
00-15427468,Amber Lara,Male,New York,Rochester,High School,10/5/1994,30,2/26/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,64573,Satisfactory
00-41713949,Elizabeth Hodge,Male,Pennsylvania,Philadelphia,PhD,11/6/1960,63,2/26/2024,Still Employee,0,Active,Sales,Sales Consultant,Mid-Level,71902,Satisfactory
00-86861917,Michelle Jones,Male,New York,Buffalo,Bachelor,12/18/1970,53,7/19/2023,Still Employee,1,Active,Finance,Accountant,Mid-Level,76859,Excellent
00-24694269,Veronica Jones,Female,Pennsylvania,Pittsburgh,Bachelor,3/3/1975,49,3/5/2019,Still Employee,5,Active,Sales,Sales Representative,Junior Level,74445,Satisfactory
00-22558651,Connie Pace,Female,New York,New York City,Bachelor,2/13/1985,39,11/18/2015,Still Employee,8,Active,Customer Service,Customer Service Representative,Junior Level,52709,Good
00-87468921,Jose Brown,Female,New York,Buffalo,Bachelor,5/24/1972,52,6/17/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,64257,Satisfactory
00-56740994,Brad Flores,Male,New York,New York City,Bachelor,4/13/1977,47,6/3/2022,Still Employee,2,Active,Operations,Logistics Coordinator,Mid-Level,63295,Good
00-36687785,Anthony Powers,Male,New York,Buffalo,Bachelor,11/5/1980,43,12/28/2019,Still Employee,4,Active,Customer Service,Support Specialist,Junior Level,67461,Good
00-78636393,Nathaniel Cole,Male,Michigan,Grand Rapids,Bachelor,11/29/1993,30,11/21/2017,Still Employee,6,Active,Sales,Sales Representative,Junior Level,79832,Excellent
00-36351317,Michelle Goodman,Male,New York,Buffalo,Master,5/11/1992,32,2/19/2024,Still Employee,0,Active,IT,Software Developer,Senior,88876,Excellent
00-73095299,Timothy Avery,Male,New York,Rochester,Bachelor,10/31/2001,22,7/16/2016,Still Employee,8,Active,Sales,Sales Representative,Junior Level,67926,Satisfactory
00-77090777,Pamela Lucas,Male,New York,Buffalo,Master,1/28/1961,63,10/20/2016,Still Employee,7,Active,IT,Software Developer,Senior,89835,Good
00-63394430,Cynthia Allen,Female,Michigan,Warren,Bachelor,12/3/1971,52,7/22/2015,Still Employee,9,Active,IT,System Administrator,Mid-Level,98847,Need Improvement
00-30372558,Keith Mejia,Female,New York,Buffalo,Bachelor,12/6/1985,38,6/17/2016,Still Employee,8,Active,Marketing,Content Creator,Mid-Level,61952,Satisfactory
00-71786427,Carol Butler,Male,New York,Rochester,Master,6/1/1998,26,8/7/2019,Still Employee,5,Active,Sales,Sales Consultant,Mid-Level,90552,Satisfactory
00-17181113,Christopher Snow,Male,New York,New York City,PhD,1/17/1988,36,2/26/2016,Still Employee,8,Active,Sales,Sales Consultant,Mid-Level,74358,Excellent
00-21977132,Kendra Williams,Male,Michigan,Detroit,Bachelor,10/27/1980,43,4/17/2016,Still Employee,8,Active,Customer Service,Customer Service Representative,Junior Level,72071,Satisfactory
00-24026495,Phillip Marshall,Female,New York,Buffalo,Bachelor,9/10/1984,40,11/9/2016,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,60543,Good
00-26234545,Valerie Peterson,Male,New York,New York City,Bachelor,9/27/1982,42,11/21/2021,Still Employee,2,Active,Operations,Logistics Coordinator,Mid-Level,73090,Satisfactory
00-28251835,Amanda Murphy,Male,Michigan,Grand Rapids,Bachelor,4/1/1982,42,4/30/2022,Still Employee,2,Active,Operations,Logistics Coordinator,Mid-Level,74172,Good
00-81022010,Melissa Harrison,Male,Pennsylvania,Philadelphia,Master,12/25/1982,41,7/9/2022,Still Employee,2,Active,IT,Software Developer,Senior,90500,Good
00-93614156,Paul Pitts,Male,North Carolina,Charlotte,Bachelor,8/17/2003,21,9/25/2022,Still Employee,2,Active,Operations,Operations Analyst,Senior,75066,Good
00-49407965,Brittany Castro,Female,New York,New York City,Master,11/27/1996,27,9/21/2020,Still Employee,4,Active,Sales,Sales Consultant,Mid-Level,73304,Excellent
00-55273409,Cassie Guerrero,Female,New York,Rochester,Bachelor,9/6/1978,46,8/11/2017,Still Employee,7,Active,Customer Service,Help Desk Technician,Junior Level,55795,Good
00-34003188,Derrick Rogers,Male,Ohio,Columbus,Master,3/6/1975,49,9/26/2019,Still Employee,5,Active,IT,Software Developer,Senior,94811,Good
00-50461969,Tracy Peterson,Male,New York,Buffalo,Bachelor,9/11/1979,45,7/20/2023,Still Employee,1,Active,Sales,Sales Representative,Junior Level,71047,Good
00-47855437,Christina Brown,Male,New York,Buffalo,High School,1/3/2000,24,9/2/2017,Still Employee,7,Active,Operations,Inventory Specialist,Mid-Level,64036,Good
00-13048008,Joseph Nelson,Male,New York,Buffalo,Bachelor,9/28/1980,44,4/23/2023,Still Employee,1,Active,IT,Software Developer,Senior,109678,Good
00-93932840,Brooke Perez,Male,Michigan,Grand Rapids,Bachelor,4/12/1986,38,12/25/2020,Still Employee,3,Active,Marketing,Content Creator,Mid-Level,59608,Good
00-11173352,Rebecca Solomon,Female,New York,Buffalo,High School,1/3/1997,27,8/7/2020,Still Employee,4,Active,Operations,Inventory Specialist,Mid-Level,57627,Satisfactory
00-30149849,James Compton,Female,New York,New York City,Bachelor,11/25/1999,24,3/15/2020,Still Employee,4,Active,Operations,Inventory Specialist,Mid-Level,58554,Satisfactory
00-12297122,Margaret Holmes,Female,New York,New York City,High School,10/1/1980,44,6/9/2023,Still Employee,1,Active,Customer Service,Support Specialist,Junior Level,61391,Excellent
00-59221290,Joshua Harper,Male,New York,Buffalo,High School,7/20/1974,50,9/17/2024,Still Employee,0,Active,Marketing,Content Creator,Mid-Level,56520,Good
00-61069257,Donna Tate,Male,New York,New York City,Bachelor,6/24/1970,54,12/12/2023,Still Employee,0,Active,Sales,Sales Representative,Junior Level,60008,Excellent
00-97933602,Kristin Pham,Female,New York,New York City,Bachelor,8/22/1985,39,9/25/2015,Still Employee,9,Active,Sales,Sales Representative,Junior Level,72198,Satisfactory
00-99516588,Kenneth Mcdaniel,Female,Pennsylvania,Philadelphia,Master,10/10/1975,49,5/20/2020,Still Employee,4,Active,Operations,Operations Analyst,Senior,76568,Good
00-88310524,Jennifer Tran,Female,New York,Buffalo,Master,1/27/1984,40,3/20/2020,Still Employee,4,Active,Sales,Sales Consultant,Mid-Level,73287,Satisfactory
00-23041676,Lauren Perkins,Male,New York,Buffalo,Master,8/10/1961,63,3/9/2017,Still Employee,7,Active,Operations,Operations Analyst,Senior,84085,Good
00-29042679,David Sharp,Male,New York,Rochester,Master,6/25/1993,31,4/24/2017,Still Employee,7,Active,Sales,Sales Specialist,Mid-Level,55400,Good
00-83778810,Danielle Harris,Female,North Carolina,Greensboro,High School,5/23/1988,36,11/3/2018,Still Employee,5,Active,Marketing,Content Creator,Mid-Level,57731,Good
00-51197481,Cynthia Rogers,Male,North Carolina,Greensboro,Bachelor,11/26/1983,40,12/11/2022,Still Employee,1,Active,Sales,Sales Representative,Junior Level,65853,Good
00-13629536,Deborah Crawford,Male,Pennsylvania,Allentown,Bachelor,9/27/1960,64,4/6/2017,Still Employee,7,Active,Sales,Sales Representative,Junior Level,77485,Good
00-30960858,Peter Love,Male,North Carolina,Greensboro,Master,5/8/1970,54,12/29/2015,Still Employee,8,Active,Operations,Operations Manager,Manager,101263,Good
00-66701593,Ashley Medina,Female,New York,New York City,Bachelor,10/5/1972,52,2/26/2016,Still Employee,8,Active,Finance,Accountant,Mid-Level,71270,Need Improvement
00-74331966,Jonathan Jones,Female,Pennsylvania,Philadelphia,Bachelor,2/14/1986,38,2/18/2017,Still Employee,7,Active,Customer Service,Support Specialist,Junior Level,61278,Good
00-18094532,Tammy Li,Male,New York,Buffalo,Master,3/26/1994,30,6/2/2017,Still Employee,7,Active,IT,Software Developer,Senior,87134,Good
00-69473831,Aaron Lopez,Female,Pennsylvania,Philadelphia,Bachelor,2/24/1985,39,12/29/2022,Still Employee,1,Active,Operations,Inventory Specialist,Mid-Level,53683,Excellent
00-67203444,Jonathan Simpson,Male,Michigan,Warren,Bachelor,9/30/1989,35,12/30/2023,Still Employee,0,Active,Operations,Logistics Coordinator,Mid-Level,59923,Satisfactory
00-40628653,Vicki Silva,Female,Michigan,Grand Rapids,Bachelor,1/12/1985,39,4/17/2016,Still Employee,8,Active,Operations,Logistics Coordinator,Mid-Level,65356,Excellent
00-97254175,William Fisher,Male,New York,New York City,Bachelor,1/24/2003,21,4/13/2024,Still Employee,0,Active,IT,System Administrator,Mid-Level,73428,Satisfactory
00-52873862,Brent Patterson,Male,New York,New York City,Master,7/25/1971,53,7/10/2017,Still Employee,7,Active,Customer Service,Customer Service Manager,Manager,102771,Excellent
00-94790000,Caitlin Alvarez,Female,New York,Buffalo,Bachelor,5/18/1999,25,5/31/2021,Still Employee,3,Active,Sales,Sales Representative,Junior Level,56538,Good
00-48313228,Lawrence Taylor,Male,New York,Buffalo,High School,12/6/1969,54,2/17/2015,Still Employee,9,Active,Customer Service,Customer Service Representative,Junior Level,58970,Good
00-12262929,Michael Solis,Male,New York,Rochester,High School,2/20/1984,40,1/22/2021,Still Employee,3,Active,Operations,Inventory Specialist,Mid-Level,56992,Good
00-85756281,Blake Jones,Male,New York,Buffalo,Bachelor,1/21/2003,21,2/11/2024,Still Employee,0,Active,IT,System Administrator,Mid-Level,100501,Satisfactory
00-59468104,Amy Adams,Male,New York,Buffalo,Bachelor,11/30/1980,43,11/1/2019,Still Employee,4,Active,Operations,Logistics Coordinator,Mid-Level,69352,Good
